Repository Name,Repository_ID,Provider,Consortium,Number of Records,Text,Identifiers,Connections,Contacts,Total,2025-05,Change,,,,
Bibliotheca Hertziana - Max Planck Institute for Art History,bmlm.bhmpi,bmlm,tibco,37,59%,32%,13%,6%,29%,33%,-4%,,,,
FHWS OPUS,grjh.vtwzuw,grjh,tibco,15,52%,34%,18%,6%,29%,28%,1%,,,,
Leibniz-Institut fuer Ostseeforschung Warnemuende,tib.iow,tib,tibco,249,53%,25%,28%,3%,29%,27%,2%,,,,
FIRe-Publikationsserver des FIZBw,kpsf.fire,kpsf,tibco,525,67%,14%,22%,10%,29%,28%,1%,,,,
"Landesamt für Bergbau, Energie und Geologie",sbgr.lbeg,sbgr,tibco,133,58%,34%,15%,0%,29%,29%,0%,,,,
German Institute for Global and Area Studies (GIGA),mgcp.cheqmt,mgcp,tibco,189,46%,41%,13%,9%,29%,29%,-1%,,,,
Weizenbaum Institute for the Networked Society,gesis.wi,gesis,tibco,290,51%,38%,11%,10%,29%,28%,1%,,,,
h_docs,qwli.svopxa,qwli,tibco,88,64%,16%,22%,10%,29%,29%,0%,,,,
Universitätsbibliothek der Universität der Künste Berlin,subgoe.ubudk,subgoe,tibco,654,65%,15%,22%,10%,29%,28%,0%,,,,
HZDR-DEVICES,pqip.devices,pqip,tibco,3,60%,41%,6%,0%,28%,28%,0%,,,,
TFJ,vsdn.invufc,vsdn,tibco,21,57%,26%,17%,10%,28%,28%,1%,,,,
Deutsche Akademie der Naturforscher Leopoldina e. V.,tib.leopoldina,tib,tibco,1023,59%,25%,17%,9%,28%,28%,0%,,,,
Nefeli,zdgf.nefeli,zdgf,tibco,5,55%,31%,14%,8%,28%,,,,,,
UB Bochum,tib.rubhb,tib,tibco,4670,65%,18%,19%,8%,28%,28%,0%,,,,
Leibniz-Institut f�r Europ�ische Geschichte,subgoe.ieg,subgoe,tibco,708,60%,22%,17%,10%,28%,28%,0%,,,,
OPUS - Online Publikationsserver,rsyl.bkcubf,rsyl,tibco,76,67%,21%,17%,0%,28%,27%,1%,,,,
Universitätsbibliothek Eichstätt-Ingolstadt,gesis.ub-ku,gesis,tibco,158,62%,24%,16%,7%,28%,27%,1%,,,,
Verantwortungsblog,uokl.fanpii,uokl,tibco,37,63%,37%,6%,0%,28%,29%,-1%,,,,
Veröffentlichungen des Zentrums verantwortungsbewusste Digitalisierung (ZEVEDI),uokl.mfewfa,uokl,tibco,2,57%,42%,6%,0%,28%,,,,,,
Wissenschaftsrat,ogot.fntixx,ogot,tibco,159,53%,22%,22%,10%,28%,28%,0%,,,,
PTB-OAR,laam.ptb-oar,laam,tibco,1102,59%,17%,25%,5%,28%,28%,0%,,,,
Thüringer Universitäts- und Landesbibliothek,tib.dbt,tib,tibco,4818,58%,25%,17%,6%,28%,28%,0%,,,,
OJS,mbbp.swrhqb,mbbp,tibco,48,57%,24%,17%,10%,28%,28%,0%,,,,
OPUS-HSO,mbbp.xyvpjn,mbbp,tibco,48,59%,17%,22%,10%,28%,27%,0%,,,,
Universitätsbibliothek Trier,subgoe.trier,subgoe,tibco,1363,65%,23%,14%,5%,28%,27%,1%,,,,
opendata@uni-kiel,fnma.wygbcu,fnma,tibco,279,60%,21%,17%,10%,27%,27%,1%,,,,
EPub Bayreuth,tib.ubt,tib,tibco,3468,65%,17%,16%,10%,27%,28%,-1%,,,,
Universitätsbibliothek Gießen,tib.ubgi,tib,tibco,10000,54%,27%,15%,9%,27%,26%,1%,,,,
FDRepo UB Bamberg,yqec.fdrepo,yqec,tibco,173,60%,26%,12%,10%,27%,28%,-1%,,,,
"Universität Ulm, Kommunikations- und Informationszentrum (kiz)",tib.oparu,tib,tibco,10000,65%,17%,17%,10%,27%,28%,0%,,,,
OPUS Publikationsserver,xjjt.dkgiye,xjjt,tibco,29,60%,14%,22%,10%,27%,,,,,,
Institutional Repository ZMO,uygm.cexuta,uygm,tibco,192,55%,26%,17%,7%,27%,27%,0%,,,,
Hertie School Research Repository,ufob.pjoamo,ufob,tibco,237,63%,12%,22%,10%,27%,27%,0%,,,,
Hochschulbibliothek der Technischen Hochschule Brandenburg,tib.bibthb,tib,tibco,66,56%,28%,14%,7%,27%,27%,0%,,,,
IAG-host,oryz.oogdyd,oryz,tibco,48,54%,36%,11%,0%,27%,,,,,,
Verlag der ARL,hqlo.oenjzj,hqlo,tibco,106,48%,27%,19%,10%,27%,28%,-1%,,,,
Bundesanstalt für Geowissenschaften und Rohstoffe,tib.bgr,tib,tibco,228,53%,36%,11%,0%,27%,26%,0%,,,,
Pharmrxiv,fehi.xvevxv,fehi,tibco,228,60%,18%,17%,10%,27%,29%,-3%,,,,
ePIC,ruwk.epic-awi,ruwk,tibco,46,46%,46%,6%,0%,27%,30%,-3%,,,,
Universität der Bundeswehr München,tib.ubunibwm,tib,tibco,46,50%,31%,15%,5%,27%,29%,-2%,,,,
medica mondiale,gesis.mm,gesis,tibco,8,59%,22%,16%,6%,27%,26%,1%,,,,
OPUS-PHLB - Hochschulschriftenserver der PH Ludwigsburg,hmcg.dgmggq,hmcg,tibco,17,61%,12%,22%,10%,27%,27%,0%,,,,
ESO - European Organisation for Astronomical Research in the Southern Hemisphere,tib.esolib,tib,tibco,485,58%,15%,21%,10%,27%,27%,0%,,,,
Repositorium Bochum,owfe.zeacjv,owfe,tibco,5,63%,10%,22%,10%,27%,23%,4%,,,,
HAWK.eDOC,vbnn.hawk,vbnn,tibco,232,60%,18%,17%,10%,27%,26%,0%,,,,
Hochschulbibliothek der Hochschule für Technik und Wirtschaft Berlin,tib.htwberlin,tib,tibco,12,59%,13%,22%,10%,27%,26%,0%,,,,
Max Planck Institute for the Study of Religious and Ethnic Diversity,bmlm.mmg,bmlm,tibco,163,52%,30%,11%,10%,26%,28%,-1%,,,,
European Language Grid,xklm.wejabm,xklm,tibco,3021,62%,12%,20%,10%,26%,26%,0%,,,,
"Technische Universität Clausthal, Universitätsbibliothek",tib.ubcl,tib,tibco,1156,59%,21%,17%,5%,26%,26%,0%,,,,
Ostbayerische Technische Hochschule Regensburg (OTH Regensburg),tib.othreg,tib,tibco,153,60%,14%,21%,8%,26%,26%,0%,,,,
BB,vsdn.sepbak,vsdn,tibco,21,57%,20%,17%,10%,26%,,,,,,
Max Planck Digital Library,tib.mpdl,tib,tibco,3147,54%,20%,22%,5%,26%,26%,1%,,,,
GEOMAR BIS Biosample Repository,hema.ndvoef,hema,tibco,31,54%,39%,6%,0%,26%,26%,0%,,,,
Opus - Hochschulschriftenserver der Hochschule Aalen,fsld.etyvqu,fsld,tibco,2,63%,11%,19%,10%,26%,26%,0%,,,,
Universitätsbibliothek Osnabrück,tib.ubuos,tib,tibco,1,67%,28%,6%,0%,26%,26%,0%,,,,
Transient Spaces & Societies,vgzm.mdlpgo,vgzm,tibco,2,53%,39%,6%,0%,26%,,,,,,
Freshwater Research and Environmental Database,tib.igb,tib,tibco,271,48%,17%,16%,27%,26%,26%,0%,,,,
EUMETSAT,tib.eumetsat,tib,tibco,231,60%,6%,34%,0%,26%,26%,0%,,,,
Publikationsserver der Hochschule Landshut,atxs.rzrimz,atxs,tibco,118,60%,11%,22%,10%,26%,26%,0%,,,,
Bauhaus-Universität Weimar,tib.weimar,tib,tibco,2490,59%,20%,16%,5%,26%,26%,0%,,,,
KOPS - Institutional Repository der Universität Konstanz,sqhi.kops,sqhi,tibco,85,49%,42%,6%,0%,26%,26%,0%,,,,
aliceOpen,omcf.zcqqoh,omcf,tibco,139,58%,12%,22%,10%,26%,27%,-1%,,,,
Repositorium der Technischen Hochschule Ingolstadt,wclz.zillzt,wclz,tibco,105,55%,14%,22%,10%,26%,25%,1%,,,,
FHW DITF,nffw.eyofuw,nffw,tibco,6,47%,22%,11%,28%,26%,26%,0%,,,,
OPUS-Publikationsserver der Hochschule Hof,cocg.ykuoni,cocg,tibco,33,58%,14%,20%,9%,26%,26%,0%,,,,
TIB Hannover,tib.tib,tib,tibco,10000,54%,21%,22%,0%,26%,26%,0%,,,,
MOnAMi,gckm.sqrghx,gckm,tibco,343,60%,10%,22%,10%,26%,26%,0%,,,,
FreiDATA,qvvc.freidata,qvvc,tibco,64,51%,28%,12%,10%,26%,26%,0%,,,,
Difu-Repository,idac.dtwrdq,idac,tibco,46,47%,31%,12%,9%,26%,25%,0%,,,,
Nachrichten der ARL,hqlo.arvohw,hqlo,tibco,17,40%,24%,23%,12%,26%,26%,0%,,,,
ConfIDent,wuua.confident,wuua,tibco,6755,54%,31%,10%,0%,26%,23%,3%,,,,
University Library Vechta,gesis.ubve,gesis,tibco,546,55%,17%,19%,8%,26%,24%,1%,,,,
Universitätsbibliothek Erlangen-Nürnberg,tib.uber,tib,tibco,2772,57%,15%,19%,9%,26%,26%,-1%,,,,
DHBW OPUS,urtm.opus,urtm,tibco,9,50%,31%,10%,8%,26%,,,,,,
Hochschulschriftenserver der Hochschule Emden/Leer,yhnq.rbagzz,yhnq,tibco,30,57%,11%,22%,10%,25%,,,,,,
OJS,ifot.oeznap,ifot,tibco,463,52%,25%,13%,10%,25%,25%,0%,,,,
MSG,vsdn.wfqpzz,vsdn,tibco,104,57%,16%,17%,10%,25%,26%,0%,,,,
Quarterly on Refugee Problems,grjh.qrp,grjh,tibco,103,55%,18%,16%,10%,25%,25%,0%,,,,
Leibniz Universität Hannover,tib.luhrepo,tib,tibco,10000,60%,17%,17%,5%,25%,26%,0%,,,,
OJS MenschenRechtsMagazin,gizq.euefep,gizq,tibco,21,54%,18%,17%,10%,25%,25%,0%,,,,
Staats- und Universitätsbibliothek Bremen,tib.suub,tib,tibco,3824,57%,20%,15%,5%,25%,26%,-1%,,,,
Publikationsserver des Zentrums für Militärgeschichte und Sozialwissenschaften der Bundeswehr,kpsf.zmsbw,kpsf,tibco,290,56%,11%,22%,10%,25%,25%,0%,,,,
Publikationsserver des Ibero-Amerikanischen Instituts Preussischer Kulturbesitz Berlin,cgux.bmjnyt,cgux,tibco,886,54%,18%,17%,10%,25%,27%,-1%,,,,
Universitätsbibliothek Marburg,tib.ubmr,tib,tibco,10000,53%,16%,20%,8%,25%,24%,1%,,,,
Hochschule Kaiserslautern,ywab.fzesxy,ywab,tibco,5,51%,32%,9%,2%,25%,24%,1%,,,,
Deutsche Gesellschaft für Luft- und Raumfahrt,tib.dglr,tib,tibco,662,53%,21%,17%,2%,25%,24%,1%,,,,
Herder-Institut für historische Ostmitteleuropaforschung,subgoe.herder,subgoe,tibco,772,59%,12%,18%,8%,25%,29%,-4%,,,,
Alfred Wegener Institute,tib.awi,tib,tibco,6241,54%,17%,22%,0%,25%,25%,0%,,,,
Leibniz-Institut für Astrophysik Potsdam (AIP),tib.aip,tib,tibco,10000,60%,6%,22%,10%,25%,25%,0%,,,,
Coconut,fzct.coconut,fzct,tibco,71,53%,17%,17%,10%,25%,25%,0%,,,,
G5,oryz.gdeeto,oryz,tibco,1,40%,39%,11%,0%,25%,,,,,,
Open Monograph Press,sqhi.ofrnnb,sqhi,tibco,1,53%,22%,11%,10%,25%,,,,,,
Hannah Arendt. Complete Works. Critical Edition,vsdn.vxoady,vsdn,tibco,4,40%,28%,17%,10%,25%,25%,0%,,,,
ERDE,vsdn.eewejo,vsdn,tibco,290,57%,19%,11%,10%,25%,,,,,,
Medizinische Hochschule Hannover Bibliothek,tib.mhh,tib,tibco,2097,54%,21%,17%,0%,25%,24%,0%,,,,
LeoPARD - TU Braunschweig Publications And Research Data,tib.ubbs,tib,tibco,10000,55%,17%,17%,6%,25%,24%,0%,,,,
Beilstein-Institut zur Förderung der Chemischen Wissenschaften,tib.beilst,tib,tibco,158,53%,18%,17%,6%,24%,24%,0%,,,,
Universität Stuttgart - GFN-Jahreshefte,hpvr.jhgfn,hpvr,tibco,457,45%,21%,18%,10%,24%,24%,0%,,,,
BAW-Datenrepository,ncty.scgagu,ncty,tibco,123,51%,21%,14%,9%,24%,26%,-1%,,,,
osnaDocs,hrrv.hvquhh,hrrv,tibco,799,58%,14%,16%,7%,24%,24%,0%,,,,
TUjournals,hlqc.eesqtr,hlqc,tibco,402,59%,6%,22%,10%,24%,24%,0%,,,,
Universitätsbibliothek der FU Berlin,tib.fuub,tib,tibco,10000,56%,14%,16%,10%,24%,25%,0%,,,,
Julius Kühn-Institut,tib.jki,tib,tibco,8109,51%,21%,16%,6%,24%,23%,1%,,,,
RODARE,tib.hzdr,tib,tibco,2358,58%,13%,15%,10%,24%,24%,0%,,,,
JSSAL,ifot.prfqhy,ifot,tibco,60,47%,22%,15%,10%,24%,24%,0%,,,,
RosDok,tib.ub-hro,tib,tibco,4107,64%,23%,6%,0%,24%,24%,0%,,,,
"Universität Heidelberg, Institut für Medizinische Informatik",zbmed.wwuimi,zbmed,tibco,60,60%,15%,17%,0%,24%,24%,0%,,,,
Africa Theological Journal,awzy.hmpacl,awzy,tibco,13,45%,22%,17%,10%,24%,,,,,,
OJS_TLS,ifot.fkmxdr,ifot,tibco,60,50%,22%,12%,10%,24%,24%,0%,,,,
Universitätsbibliothek Kassel,tib.doi-ubks,tib,tibco,5508,54%,15%,16%,10%,24%,24%,0%,,,,
Technische Hochschule Deggendorf,tib.thdeg,tib,tibco,110,53%,24%,11%,5%,24%,21%,3%,,,,
Wirtschaftsfakultät der THA,aeqm.jbalsz,aeqm,tibco,14,48%,25%,17%,1%,24%,24%,0%,,,,
TIB Repositorium,tib.tibrepo,tib,tibco,10000,55%,12%,19%,8%,24%,24%,0%,,,,
GSI Helmholtzzentrum für Schwerionenforschung GmbH,tib.gsi,tib,tibco,4570,57%,18%,13%,3%,24%,24%,0%,,,,
Gedanken. Machen.,grjh.gm,grjh,tibco,7,51%,16%,17%,10%,24%,24%,0%,,,,
Global Media Journal,vsdn.psqjtb,vsdn,tibco,25,55%,18%,11%,10%,24%,24%,0%,,,,
Technische Universität Berlin – Universitätsbibliothek,tib.tub,tib,tibco,10000,56%,18%,12%,8%,24%,21%,3%,,,,
OPARA,tib.zih,tib,tibco,412,57%,11%,16%,9%,24%,23%,1%,,,,
Open Research Knowledge Graph (ORKG),wuua.wqayci,wuua,tibco,1111,53%,19%,11%,10%,24%,24%,0%,,,,
BfN-e-dition,lxpi.ofajgg,lxpi,tibco,576,50%,16%,20%,6%,24%,,,,,,
hohPublica,pwcp.wksdso,pwcp,tibco,267,59%,15%,16%,0%,24%,23%,0%,,,,
Open Journal Systems,sqhi.ojs,sqhi,tibco,589,50%,18%,15%,10%,24%,24%,0%,,,,
DINI-Blog,nbqj.dini-blog,nbqj,tibco,138,41%,27%,14%,10%,24%,23%,0%,,,,
Journal for Art Market Studies,subgoe.jams,subgoe,tibco,122,50%,22%,11%,10%,24%,24%,0%,,,,
FDM@DHBW,urtm.fdm,urtm,tibco,3,51%,20%,11%,10%,23%,,,,,,
Astronomisches Recheninstitut,vgzm.ari,vgzm,tibco,31,53%,13%,20%,4%,23%,23%,0%,,,,
BIS-Verlag der Universität Oldenburg,subgoe.bisold,subgoe,tibco,320,47%,20%,15%,8%,23%,23%,0%,,,,
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,tib.hzb,tib,tibco,92,50%,20%,17%,2%,23%,23%,1%,,,,
Computing in Geometry and Topology,vsdn.lwikkq,vsdn,tibco,61,50%,19%,12%,10%,23%,23%,0%,,,,
Robert-Koch-Institut (RKI),tib.hu-rki,tib,tibco,10000,61%,15%,12%,1%,23%,24%,0%,,,,
OpenUMWELT,shjz.oaacmu,shjz,tibco,7687,53%,9%,20%,10%,23%,23%,0%,,,,
DBFZ,wedr.fpflhb,wedr,tibco,102,47%,28%,12%,0%,23%,23%,0%,,,,
Frankfurter Forschungsbibliothek,mjvh.ffb,mjvh,tibco,222,55%,15%,12%,10%,23%,23%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - Curare. Zeitschrift für Medizinethnologie,awzy.fouxni,awzy,tibco,210,43%,21%,16%,10%,23%,23%,0%,,,,
ZGD,vsdn.jazgqb,vsdn,tibco,291,48%,17%,16%,10%,23%,23%,0%,,,,
Universitätsbibliothek Johannes Gutenberg Universität Mainz,subgoe.ubmainz,subgoe,tibco,10000,53%,12%,17%,10%,23%,23%,0%,,,,
"Universität Stuttgart - Journal of Competences, Strategy & Management",hpvr.jcsm,hpvr,tibco,80,47%,22%,12%,10%,23%,23%,0%,,,,
OJS HiN - Alexander von Humboldt im Netz,gizq.up-hin,gizq,tibco,412,51%,17%,13%,10%,23%,23%,0%,,,,
Journal of Medical Materials and Technologies,tib.medmat,tib,tibco,12,47%,17%,17%,10%,23%,23%,0%,,,,
Universitätsbibliothek Passau,tib.ubp,tib,tibco,10000,60%,11%,11%,10%,23%,23%,0%,,,,
"DFKI GmbH, Institut für Wirtschaftsinformatik",tib.emisa,tib,tibco,191,47%,22%,14%,6%,23%,23%,0%,,,,
Dokumentenserver (OPUS) der Filmuniversität Babelsberg KONRAD WOLF,tpzy.sdesxe,tpzy,tibco,68,60%,10%,16%,4%,23%,22%,1%,,,,
Universitätsbibliothek Stuttgart,tib.ubs,tib,tibco,10000,60%,17%,11%,0%,23%,23%,0%,,,,
Institut für Auslandsbeziehungen,gesis.ifa,gesis,tibco,933,52%,12%,17%,10%,23%,23%,0%,,,,
Korea Europe Review,vsdn.xtoyzf,vsdn,tibco,66,51%,18%,11%,10%,23%,23%,0%,,,,
nmrXiv,fzct.nmrxiv,fzct,tibco,8968,40%,25%,16%,6%,23%,21%,1%,,,,
TAM DataHub,dbvx.fzpxuf,dbvx,tibco,10,55%,18%,10%,6%,23%,21%,1%,,,,
HU Berlin - Gender Open Repositorium,tib.hu-genop,tib,tibco,3725,53%,15%,17%,1%,23%,23%,0%,,,,
Infinite Science GmbH,tib.insci,tib,tibco,1455,49%,19%,12%,9%,23%,23%,0%,,,,
Stiftung Tierärtzliche Hochschule Hannover,tib.tiho,tib,tibco,15,50%,27%,7%,1%,23%,23%,0%,,,,
ARChive,qvvc.archive,qvvc,tibco,48,53%,26%,6%,0%,22%,22%,1%,,,,
UBW Data Journal,ukte.ubwdajo,ukte,tibco,13,52%,11%,16%,9%,22%,22%,0%,,,,
Zeitschriften des Ibero-Amerikanischen Instituts,gesis.iai,gesis,tibco,2464,48%,22%,12%,3%,22%,22%,0%,,,,
HAWK Hildesheim - Hornemann Institut,tib.hawk,tib,tibco,517,53%,12%,20%,0%,22%,22%,0%,,,,
repOS - Das Open Science Repository der HCU,tib.hcu,tib,tibco,85,48%,27%,8%,2%,22%,21%,1%,,,,
Open Journal System SuUB Bremen,lgao.suub-ojs,lgao,tibco,97,54%,23%,8%,0%,22%,22%,0%,,,,
Publikationsplattform,mjvh.pzsgpk,mjvh,tibco,19,51%,16%,11%,10%,22%,,,,,,
Europa-Universität Viadrina,gesis.viadrina,gesis,tibco,776,55%,8%,18%,7%,22%,22%,0%,,,,
Scientific Reports,amnf.hvsbtc,amnf,tibco,4,48%,28%,7%,0%,22%,19%,4%,,,,
Universitätsbibliothek Tübingen - Open Journals - Journal of Social and Cultural Anthropology,awzy.nckfyt,awzy,tibco,89,43%,22%,11%,10%,22%,22%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - Campus der Theologien,awzy.yrsrsk,awzy,tibco,18,47%,22%,10%,7%,22%,21%,1%,,,,
Veröffentlichungen des DatenTreuhand Kompetenznetzwerks (DaTNet),uokl.dfltka,uokl,tibco,9,56%,23%,6%,0%,22%,,,,,,
MEDIAREP,tib.mediarep,tib,tibco,10000,50%,15%,17%,3%,22%,21%,1%,,,,
OpenData - DESY - Deutsches Elektronen-Synchrotron,npiz.desy-opendata,npiz,tibco,7,53%,25%,6%,0%,22%,,,,,,
Bertelsmann Stiftung,gesis.bstift,gesis,tibco,927,59%,19%,7%,0%,22%,21%,0%,,,,
INPTDAT,tib.inp,tib,tibco,55,56%,12%,12%,7%,22%,22%,0%,,,,
FHW ITE,nffw.ofkues,nffw,tibco,14,46%,19%,10%,11%,22%,21%,1%,,,,
Bundesanstalt für Wasserbau,tib.baw,tib,tibco,294,52%,16%,13%,2%,22%,21%,1%,,,,
Leibniz Institute of Ecological Urban and Regional Development,tib.ioer,tib,tibco,127,50%,15%,13%,7%,22%,22%,0%,,,,
Movebank,tib.ukon,tib,tibco,2929,50%,13%,16%,6%,22%,22%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - La Scuola Cattolica,awzy.tonpjf,awzy,tibco,528,44%,22%,15%,0%,22%,,,,,,
peDOCS,mjvh.pedocs,mjvh,tibco,10000,59%,7%,11%,9%,22%,21%,0%,,,,
dggv-e-publications,mcdy.dohrmi,mcdy,tibco,2732,60%,17%,6%,0%,22%,23%,-2%,,,,
Proceed,bixm.proceed,bixm,tibco,108,47%,17%,11%,10%,21%,21%,0%,,,,
OpenHSU,tib.hsurep,tib,tibco,997,56%,9%,17%,0%,21%,22%,-1%,,,,
WIP - Renewable Energies,tib.wip,tib,tibco,10000,53%,11%,17%,0%,21%,21%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - Bulletin of Intercultural Philosophy,awzy.rgfpoy,awzy,tibco,4,47%,22%,11%,0%,21%,,,,,,
Querelles Jahrbuch f�r Frauen- und Geschlechterforschung,gesis.qjb,gesis,tibco,16,53%,22%,6%,0%,21%,21%,0%,,,,
International Council of the Aeronautical Sciences (ICAS),lslf.icas,lslf,tibco,746,40%,28%,11%,0%,21%,21%,0%,,,,
LinguRep,dbvx.wpewno,dbvx,tibco,10000,40%,17%,17%,10%,21%,21%,0%,,,,
phi – Produktionstechnik Hannover informiert,rqme.phi,rqme,tibco,110,52%,23%,6%,0%,21%,21%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - Jahrbuch für evangelikale Theologie,awzy.zciqqs,awzy,tibco,2497,46%,22%,11%,0%,21%,21%,0%,,,,
Leibniz-Zentrum für Literatur- und Kulturforschung Berlin,subgoe.zfl,subgoe,tibco,327,48%,22%,8%,4%,21%,21%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - Theologie Geschichte,awzy.xcunhr,awzy,tibco,586,47%,22%,6%,9%,21%,21%,0%,,,,
Max-Planck-Institut für Wissenschaftsgeschichte,bmlm.mpiwg,bmlm,tibco,782,40%,22%,11%,9%,21%,21%,0%,,,,
Weierstraß-Institut für Angewandte Analysis und Stochastik,tib.wias,tib,tibco,3349,59%,11%,11%,0%,21%,21%,0%,,,,
Leibniz-Zentrum für Zeithistorische Forschung Potsdam e.V.,subgoe.zzf,subgoe,tibco,1906,51%,9%,15%,7%,21%,21%,0%,,,,
Universität des Saarlandes,tib.sulbdoi,tib,tibco,10000,51%,17%,12%,1%,21%,21%,0%,,,,
FIZ-Karlsruhe (eLiBM),tib.elibm,tib,tibco,420,45%,16%,14%,7%,21%,21%,0%,,,,
Data Repository University Oldenburg,bisold.dareuol,bisold,tibco,5643,53%,16%,11%,0%,21%,21%,0%,,,,
journals.ub.uni-osnabrueck.de,hrrv.gcmphl,hrrv,tibco,174,45%,20%,12%,2%,21%,20%,0%,,,,
GEOMAR-Bibliothek,tib.geomar,tib,tibco,941,46%,11%,20%,0%,21%,21%,0%,,,,
OPUS,pvre.ysjxkd,pvre,tibco,23,51%,19%,7%,2%,21%,20%,0%,,,,
Universität Stuttgart - Journal of Technical Education,hpvr.joted,hpvr,tibco,195,47%,22%,8%,2%,21%,21%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - Apulia Theologica,awzy.nhcrda,awzy,tibco,427,42%,22%,13%,0%,21%,20%,0%,,,,
"HU Berlin - edoc-Server, Institutional Repository Humboldt-Universität zu Berlin",tib.hu-edoc,tib,tibco,10000,54%,13%,11%,1%,20%,21%,-1%,,,,
Universitätsbibliothek Tübingen - Open Journals - Edith Stein Jahrbuch,awzy.stvhim,awzy,tibco,558,44%,21%,11%,0%,20%,20%,0%,,,,
Forschungsdaten-Repositorium der LUH,tib.luis,tib,tibco,440,46%,11%,18%,3%,20%,20%,0%,,,,
Landesinstitut für Arbeitsschutz und Arbeitsgestaltung Nordrhein-Westfalen (LIA),olmo.bdiolq,olmo,tibco,9,49%,15%,13%,0%,20%,20%,0%,,,,
DESY - Deutsches Elektronen-Synchrotron,tib.desy,tib,tibco,10000,54%,14%,10%,0%,20%,19%,2%,,,,
Paleoanthropology Journal,awzy.gbfyeq,awzy,tibco,111,46%,21%,9%,0%,20%,20%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - Zeitschrift für junge Religionswissenschaft,awzy.looaah,awzy,tibco,14,46%,22%,8%,0%,20%,19%,1%,,,,
Digital Communication Research,vsdn.btfdun,vsdn,tibco,63,48%,12%,11%,10%,20%,20%,0%,,,,
Bibliothek der Hochschule Hannover,dxdt.mwxivf,dxdt,tibco,33,43%,13%,13%,10%,20%,20%,0%,,,,
FU Berlin - TRR170-DB,tib.trr170-db,tib,tibco,2568,53%,12%,11%,0%,20%,20%,0%,,,,
Zeitschriften Streit-Kultur. Journal für Systematische Theologie,awzy.itxxyg,awzy,tibco,11,47%,22%,6%,0%,20%,20%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - Theologie für die Praxis,awzy.yvspvf,awzy,tibco,11,47%,17%,11%,0%,20%,,,,,,
Bundesanstalt für Gewässerkunde,tib.bafg,tib,tibco,666,49%,15%,11%,0%,20%,19%,1%,,,,
Altfränkische Bilder,ukte.afrb,ukte,tibco,34,40%,11%,17%,10%,20%,,,,,,
Jahrbücher der Philosophisch-Medicinischen Gesellschaft zu Würzburg,ukte.jpmg,ukte,tibco,1,40%,11%,17%,10%,20%,20%,0%,,,,
Neue Jahrbücher der königlich philosophisch-medicinischen Gesellschaft zu Würzburg,ukte.jpmgnf,ukte,tibco,1,40%,11%,17%,10%,20%,20%,0%,,,,
Verhandlungen der Physikalisch-Medizinischen Gesellschaft zu Würzburg,ukte.vpmg,ukte,tibco,10,40%,11%,17%,10%,20%,20%,0%,,,,
Verhandlungen der Physikalisch-Medizinischen Gesellschaft zu Würzburg / N.F.,ukte.vpmgnf,ukte,tibco,59,40%,11%,17%,10%,20%,20%,0%,,,,
Würzburger medicinische Zeitschrift,ukte.wmz,ukte,tibco,5,40%,11%,17%,10%,20%,20%,0%,,,,
Würzburger naturwissenschaftliche Zeitschrift,ukte.wnz,ukte,tibco,6,40%,11%,17%,10%,20%,20%,0%,,,,
osnaData,hrrv.nqxtbh,hrrv,tibco,2345,51%,13%,11%,0%,20%,20%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - Rottenburger Jahrbuch für Kirchengeschichte,awzy.atchmt,awzy,tibco,3882,40%,22%,11%,0%,20%,20%,0%,,,,
Concilium,awzy.uymbkn,awzy,tibco,5227,40%,22%,11%,0%,20%,20%,0%,,,,
WIPS,lxfp.hlukba,lxfp,tibco,95,45%,24%,6%,0%,20%,19%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - Theologie und Philosophie,awzy.ifzejt,awzy,tibco,7382,40%,22%,11%,0%,20%,20%,0%,,,,
Forum Katholische Theologie,awzy.bhtvih,awzy,tibco,1772,40%,22%,11%,0%,20%,20%,0%,,,,
Universitätsbibliothek Tübingen - Open Journals - Lutherische Beiträge,awzy.dljsrg,awzy,tibco,911,40%,22%,11%,0%,20%,20%,0%,,,,
FID BAUdigital,wuua.uljier,wuua,tibco,17,42%,18%,13%,0%,19%,19%,0%,,,,
TIB Data Manager,wuua.yklooh,wuua,tibco,10000,46%,11%,17%,0%,19%,19%,0%,,,,
"Technische Universität München, Universitätsbibliothek",tib.ubtum,tib,tibco,1017,48%,17%,10%,9.83E-05,19%,19%,1%,,,,
Universitätsbibliothek Tübingen - Open Journals - Diakonia,awzy.mriyhg,awzy,tibco,4751,40%,22%,11%,0%,19%,19%,0%,,,,
Max-Planck-Institut für ethnologische Forschung,bmlm.eth,bmlm,tibco,195,44%,24%,6%,0%,19%,18%,1%,,,,
